Node,NumNeighbors,Betweenness,PageRank
A5089152958,8,0.0,5.467672978003567e-06
A5055756669,8,0.0,5.467672978003567e-06
A5009768211,6,0.0,6.111655549707987e-06
A5014883753,6,0.0,6.111655549707987e-06
A5030615968,6,0.0,6.111655549707987e-06
A5021372798,6,0.0,6.111655549707987e-06
A5031130423,6,0.0,6.111655549707987e-06
A5015054352,10,5.707892874266536e-05,1.24441717014824e-05
A5028565605,6,0.0,6.111655549707987e-06
A5074726183,4,0.0,4.006231207112983e-06
A5042379439,20,2.2831571497066144e-05,9.102635537652192e-06
A5000850316,4,0.0,4.006231207112983e-06
A5077355914,4,0.0,4.006231207112983e-06
A5085739358,4,0.0,4.006231207112983e-06
A5045561150,7,0.0,5.6189482638781935e-06
A5086074531,7,0.0,5.6189482638781935e-06
A5078647210,7,0.0,5.6189482638781935e-06
A5037428389,7,0.0,5.6189482638781935e-06
A5031446541,13,3.103071012882234e-05,1.0688347329400763e-05
A5057284898,7,0.0,5.618948263878193e-06
A5026063043,7,0.0,5.618948263878193e-06
A5108101206,11,1.3515431671382718e-05,1.009029555298771e-05
A5075953653,4,1.5696705404232975e-07,4.7555097752029966e-06
A5083498855,2,0.0,2.739388906197893e-06
A5000539160,6,0.0014579004046740792,6.67543591015988e-06
A5067819163,3,0.0,3.2081021851494433e-06
A5016353016,23,0.0020477194368117126,1.236235100318932e-05
A5051814758,5,0.0,3.951289995095048e-06
A5028663967,20,7.420260736546497e-05,9.338296974052986e-06
A5052116758,5,0.0,3.951289995095048e-06
A5042198244,5,0.0,3.951289995095048e-06
A5026506940,5,0.0,3.951289995095048e-06
A5067942842,13,4.566314299413229e-05,8.809396665621482e-06
A5085472250,6,0.0,4.134654239093072e-06
A5024060668,10,0.0,6.441342503077841e-06
A5018479855,6,0.0,4.134654239093072e-06
A5065468642,19,1.9501967320410677e-05,1.1721505552900748e-05
A5034469608,13,4.280919655699902e-06,8.240321897337401e-06
A5001776493,54,0.004139333942289145,3.768432844170211e-05
A5036819464,6,0.0,4.134654239093072e-06
A5063314412,2,5.707892874266536e-06,6.1028971222253734e-06
A5068393003,3,1.1415785748533072e-05,5.553897701299297e-06
A5106235255,1,0.0,3.0053556071796867e-06
A5024548344,7,0.0,5.026089675186644e-06
A5038563797,7,0.0,5.026089675186644e-06
A5076325108,7,0.0,5.026089675186644e-06
A5006445874,7,0.0,5.026089675186644e-06
A5061888295,7,0.0,5.026089675186644e-06
A5101742243,54,0.002120598508739513,3.6819034332418135e-05
A5014843635,7,0.0,5.0260896751866445e-06
A5001704476,16,0.0012417141930407963,1.0545678480267074e-05
A5008717374,1,0.0,2.3241589055136976e-06
A5017733098,3,5.707892874266536e-06,6.213842279557631e-06
A5060018877,91,0.0,6.077228966591745e-06
A5038393601,91,0.0,6.077228966591745e-06
A5008827118,91,0.0,6.077228966591745e-06
A5061159318,94,1.712367862279961e-05,8.851227574391412e-06
A5108115478,91,0.0,6.077228966591745e-06
A5018509178,91,0.0,6.077228966591745e-06
A5101700114,91,0.0,6.077228966591745e-06
A5090218251,91,0.0,6.077228966591745e-06
A5096460635,91,0.0,6.077228966591745e-06
A5022712236,98,1.3318416706621935e-05,8.373515516787373e-06
A5038688784,91,0.0,6.077228966591745e-06
A5096414519,91,0.0,6.077228966591745e-06
A5025462609,94,1.712367862279961e-05,8.851227574391412e-06
A5058003549,91,0.0,6.077228966591745e-06
A5096512158,91,0.0,6.077228966591745e-06
A5048158305,91,0.0,6.077228966591745e-06
A5091648560,98,1.3318416706621935e-05,8.373515516787373e-06
A5055314358,91,0.0,6.077228966591745e-06
A5096569419,91,0.0,6.077228966591745e-06
A5054537109,91,0.0,6.077228966591745e-06
A5041102660,91,0.0,6.077228966591745e-06
A5042787477,91,0.0,6.077228966591745e-06
A5072345576,91,0.0,6.077228966591745e-06
A5021354041,91,0.0,6.077228966591745e-06
A5076996129,91,0.0,6.077228966591745e-06
A5025892728,91,0.0,6.077228966591745e-06
A5001301726,91,0.0,6.077228966591745e-06
A5049672194,91,0.0,6.077228966591745e-06
A5066881251,91,0.0,6.077228966591745e-06
A5030199704,91,0.0,6.077228966591745e-06
A5045630585,91,0.0,6.077228966591745e-06
A5059596431,91,0.0,6.077228966591745e-06
A5025892526,91,0.0,6.077228966591745e-06
A5046486425,91,0.0,6.077228966591745e-06
A5072094027,91,0.0,6.077228966591745e-06
A5049022248,91,0.0,6.077228966591745e-06
A5016135511,91,0.0,6.077228966591745e-06
A5100750886,91,0.0,6.077228966591745e-06
A5077664712,91,0.0,6.077228966591745e-06
A5004365891,91,0.0,6.077228966591745e-06
A5108075631,113,0.0001940683577250622,9.79005532293511e-06
A5005268838,91,0.0,6.077228966591745e-06
A5031565165,91,0.0,6.077228966591745e-06
A5107826058,91,0.0,6.077228966591745e-06
A5096392731,91,0.0,6.077228966591745e-06
A5089444000,91,0.0,6.077228966591745e-06
A5077278675,91,0.0,6.077228966591745e-06
A5088350233,91,0.0,6.077228966591745e-06
A5020251842,98,1.3318416706621935e-05,8.373515516787373e-06
A5068776814,91,0.0,6.077228966591745e-06
A5042412921,91,0.0,6.077228966591745e-06
A5006951978,91,0.0,6.077228966591745e-06
A5044422779,91,0.0,6.077228966591745e-06
A5051674295,133,0.00033961962601885886,1.4087172646685016e-05
A5071639549,91,0.0,6.077228966591745e-06
A5096436790,91,0.0,6.077228966591745e-06
A5096633062,91,0.0,6.077228966591745e-06
A5016342290,91,0.0,6.077228966591745e-06
A5096392732,91,0.0,6.077228966591745e-06
A5055884586,91,0.0,6.077228966591745e-06
A5108685537,91,0.0,6.077228966591745e-06
A5101096776,91,0.0,6.077228966591745e-06
A5034331294,91,0.0,6.077228966591745e-06
A5034363980,91,0.0,6.077228966591745e-06
A5068408124,91,0.0,6.077228966591745e-06
A5107823972,91,0.0,6.077228966591745e-06
A5102380761,91,0.0,6.077228966591745e-06
A5045835831,91,0.0,6.077228966591745e-06
A5083496677,91,0.0,6.077228966591745e-06
A5005684023,91,0.0,6.077228966591745e-06
A5046647257,91,0.0,6.077228966591745e-06
A5027924062,91,0.0,6.077228966591745e-06
A5112405120,91,0.0,6.077228966591745e-06
A5105938640,113,0.0001940683577250622,9.79005532293511e-06
A5004970674,91,0.0,6.077228966591745e-06
A5068733355,91,0.0,6.077228966591745e-06
A5088857971,91,0.0,6.077228966591745e-06
A5054039514,91,0.0,6.077228966591745e-06
A5096667774,91,0.0,6.077228966591745e-06
A5012757930,91,0.0,6.077228966591745e-06
A5112796046,91,0.0,6.077228966591745e-06
A5031832054,91,0.0,6.077228966591745e-06
A5000178961,91,0.0,6.077228966591745e-06
A5055290893,91,0.0,6.077228966591745e-06
A5021574966,91,0.0,6.077228966591745e-06
A5096485710,91,0.0,6.077228966591745e-06
A5041891055,91,0.0,6.077228966591745e-06
A5084646462,91,0.0,6.077228966591745e-06
A5085487922,91,0.0,6.077228966591745e-06
A5091492346,91,0.0,6.077228966591745e-06
A5016330774,91,0.0,6.077228966591745e-06
A5068571891,91,0.0,6.077228966591745e-06
A5090099511,2,0.0,1.9655381368036898e-06
A5027250889,30,8.207396194882707e-05,1.913027828363836e-05
A5043624596,24,6.431423569156084e-05,1.885502167060098e-05
A5110529032,19,0.0002226078220963949,1.8681267400449615e-05
A5014597509,3,0.0,3.905847127804134e-06
A5013650479,3,0.0,3.905847127804134e-06
A5031383002,5,2.853946437133268e-06,6.4018613738861566e-06
A5008772590,3,0.0,3.7697269433471883e-06
A5068083939,20,0.00013128153610813032,2.5609206885506907e-05
A5083217305,3,0.0,3.7697269433471883e-06
A5112553933,12,7.99105002397315e-05,9.817512441942135e-06
A5068855822,6,0.0,5.373337028651288e-06
A5024924334,8,5.707892874266536e-06,7.374179413986616e-06
A5014913508,6,0.0,5.373337028651288e-06
A5050066813,6,0.0,5.373337028651288e-06
A5083574469,8,5.707892874266536e-06,7.374179413986616e-06
A5016362066,2,0.0,3.0675245543990624e-06
A5096821927,2,0.0,3.0675245543990624e-06
A5076253450,4,5.707892874266536e-06,5.504068401957053e-06
A5008930400,4,5.707892874266536e-06,5.504068401957053e-06
A5063487920,28,0.004275971873526615,1.7999694736439233e-05
A5046063617,19,0.004042149181808672,1.2551509030972535e-05
A5044901234,38,0.010184429067077965,2.4491824430647963e-05
A5050493073,5,0.0,4.9953979534191705e-06
A5070204691,5,0.0,4.9953979534191705e-06
A5030946356,5,0.0,4.9953979534191705e-06
A5010661810,21,0.005114055482082173,2.2996067908709385e-05
A5108603023,15,0.005051268660465241,1.4887053656597833e-05
A5020482137,5,0.0,4.9953979534191705e-06
A5023048961,4,1.1415785748533072e-05,7.2292703992672536e-06
A5028682726,2,0.0,4.219805252808171e-06
A5046461372,2,0.0,4.219805252808171e-06
A5085659922,2,0.0,3.218246782094194e-06
A5000456649,10,7.40562108394792e-05,1.1556679572312586e-05
A5013046663,78,0.0,5.776101318372493e-06
A5109473931,111,1.2889392078817592e-05,8.929595913619857e-06
A5076936963,78,0.0,5.776101318372493e-06
A5017274731,111,1.2889392078817592e-05,8.929595913619857e-06
A5022487815,78,0.0,5.776101318372493e-06
A5077665206,78,0.0,5.776101318372493e-06
A5088842352,78,0.0,5.776101318372493e-06
A5065356670,78,0.0,5.776101318372493e-06
A5031345013,78,0.0,5.776101318372493e-06
A5023953092,78,0.0,5.776101318372493e-06
A5074592371,111,1.2889392078817592e-05,8.929595913619857e-06
A5113905842,111,1.2889392078817592e-05,8.929595913619857e-06
A5035440253,78,0.0,5.776101318372493e-06
A5037588000,78,0.0,5.776101318372493e-06
A5028488788,78,0.0,5.776101318372493e-06
A5053151694,78,0.0,5.776101318372493e-06
A5023416793,78,0.0,5.776101318372493e-06
A5068934519,78,0.0,5.776101318372493e-06
A5001411766,78,0.0,5.776101318372493e-06
A5057958579,78,0.0,5.776101318372493e-06
A5079290095,78,0.0,5.776101318372493e-06
A5012683990,78,0.0,5.776101318372493e-06
A5034464509,78,0.0,5.776101318372493e-06
A5103949871,78,0.0,5.776101318372493e-06
A5065398666,111,1.2889392078817592e-05,8.929595913619857e-06
A5103988054,111,1.2889392078817592e-05,8.929595913619857e-06
A5108127103,97,6.230183725506627e-06,7.518424370080503e-06
A5002005601,97,6.230183725506627e-06,7.518424370080503e-06
A5006247978,78,0.0,5.776101318372493e-06
A5060303728,78,0.0,5.776101318372493e-06
A5110777355,97,6.230183725506627e-06,7.518424370080503e-06
A5067022672,97,6.230183725506627e-06,7.518424370080503e-06
A5050325437,111,1.2889392078817592e-05,8.929595913619857e-06
A5039254414,78,0.0,5.776101318372493e-06
A5069272159,78,0.0,5.776101318372493e-06
A5057076722,78,0.0,5.776101318372493e-06
A5059749039,78,0.0,5.776101318372493e-06
A5082823242,111,1.2889392078817592e-05,8.929595913619857e-06
A5066132979,78,0.0,5.776101318372493e-06
A5040637511,78,0.0,5.776101318372493e-06
A5062402059,78,0.0,5.776101318372493e-06
A5048619515,111,1.2889392078817592e-05,8.929595913619857e-06
A5109375832,111,1.2889392078817592e-05,8.929595913619857e-06
A5009321607,78,0.0,5.776101318372493e-06
A5034951043,78,0.0,5.776101318372493e-06
A5048290623,78,0.0,5.776101318372493e-06
A5053596405,100,9.196049630762766e-06,7.911452584276126e-06
A5086148211,78,0.0,5.776101318372493e-06
A5002594220,78,0.0,5.776101318372493e-06
A5081356128,78,0.0,5.776101318372493e-06
A5028107204,111,1.2889392078817592e-05,8.929595913619857e-06
A5033469181,78,0.0,5.776101318372493e-06
A5038937262,78,0.0,5.776101318372493e-06
A5005110743,78,0.0,5.776101318372493e-06
A5003288253,78,0.0,5.776101318372493e-06
A5069370009,97,6.230183725506627e-06,7.518424370080501e-06
A5003094863,97,6.230183725506627e-06,7.518424370080501e-06
A5082760142,78,0.0,5.776101318372493e-06
A5007466989,78,0.0,5.776101318372493e-06
A5073661257,78,0.0,5.776101318372493e-06
A5059570631,78,0.0,5.776101318372493e-06
A5051116190,78,0.0,5.776101318372493e-06
A5021733487,78,0.0,5.776101318372493e-06
A5039741489,78,0.0,5.776101318372493e-06
A5047025558,78,0.0,5.776101318372493e-06
A5064800186,78,0.0,5.776101318372493e-06
A5079321612,78,0.0,5.776101318372493e-06
A5057848899,156,0.0006335761090435855,1.0825454931339503e-05
A5036909831,78,0.0,5.776101318372493e-06
A5088197672,78,0.0,5.776101318372493e-06
A5032200006,78,0.0,5.776101318372493e-06
A5066809476,78,0.0,5.776101318372493e-06
A5084257580,78,0.0,5.776101318372493e-06
A5026810569,78,0.0,5.776101318372493e-06
A5042491254,78,0.0,5.776101318372493e-06
A5001477542,78,0.0,5.776101318372493e-06
A5083152176,78,0.0,5.776101318372493e-06
A5045303411,78,0.0,5.776101318372493e-06
A5060491986,78,0.0,5.776101318372493e-06
A5101098916,7,0.0,5.76975565490307e-06
A5056268174,14,6.337814833595686e-05,1.2969769956072487e-05
A5100541227,7,0.0,5.76975565490307e-06
A5081683827,7,0.0,5.76975565490307e-06
A5008306712,7,0.0,5.76975565490307e-06
A5021453219,7,0.0,5.76975565490307e-06
A5109380888,7,0.0,5.76975565490307e-06
A5029027761,7,0.0,5.76975565490307e-06
A5069230485,7,0.0,5.5867763409421376e-06
A5071021162,7,0.0,5.5867763409421376e-06
A5004958676,21,8.53837815732051e-05,1.9755378099651614e-05
A5078660801,59,0.0005051454784706829,4.1848707553610045e-05
A5022576278,7,0.0,5.5867763409421376e-06
A5089079585,7,0.0,5.5867763409421376e-06
A5064823854,7,0.0,5.5867763409421376e-06
